groupins for DFSP,Sex,"Race and origin recode (NHW, NHB, NHAIAN, NHAPI, Hispanic)",Year of diagnosis sebaceous carcinoma,SEER registry,Age-Adjusted Rate,Standard Error,Lower Confidence Interval,Upper Confidence Interval,Count,Rate Ratio,Ratio Lower Confidence Interval,Ratio Upper Confidence Interval,Ratio P-Value,Population
30-39,Male,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,15.64,0, , , , ,23591
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.18,0, , , , ,2016137
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,1.23,0, , , , ,303272
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,0,~,0,0.28,0, , , , ,1297685
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,2.84,0, , , , ,131545
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,6.76,0, , , , ,55306
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0,~,0,0.36,0, , , , ,1028019
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,0,~,0,2.25,0, , , , ,168115
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),0,~,0,0.78,0, , , , ,476204
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,0,~,0,0.27,0, , , , ,1357347
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0,~,0,0.16,0, , , , ,2276786
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,328.09,0, , , , ,1124
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0.03,0.03,0,0.16,1, , , , ,3296352
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Kentucky,0,~,0,3.1,0, , , , ,119672
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Louisiana,0,~,0,2.65,0, , , , ,140086
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,New Jersey,0,~,0,0.24,0, , , , ,1512240
30-39,Male,Non-Hispanic Asian or Pacific Islander,2000-2021,Greater Georgia,0,~,0,1.84,0, , , , ,200399
30-39,Male,Hispanic (All Races),2000-2021,San Francisco-Oakland SMSA,0,~,0,0.2,0, , , , ,1861869
30-39,Male,Hispanic (All Races),2000-2021,Connecticut,0,~,0,0.43,0, , , , ,864357
30-39,Male,Hispanic (All Races),2000-2021,Hawaii,0,~,0,1.9,0, , , , ,196963
30-39,Male,Hispanic (All Races),2000-2021,Iowa,0,~,0,1.34,0, , , , ,278697
30-39,Male,Hispanic (All Races),2000-2021,New Mexico,0.14,0.1,0.02,0.52,2, , , , ,1398488
30-39,Male,Hispanic (All Races),2000-2021,Seattle (Puget Sound),0,~,0,0.45,0, , , , ,825176
30-39,Male,Hispanic (All Races),2000-2021,Utah,0,~,0,0.58,0, , , , ,639378
30-39,Male,Hispanic (All Races),2000-2021,Atlanta (Metropolitan),0,~,0,0.42,0, , , , ,898993
30-39,Male,Hispanic (All Races),2000-2021,Alaska Natives,0,~,0,53.21,0, , , , ,7147
30-39,Male,Hispanic (All Races),2000-2021,San Jose-Monterey,0,~,0,0.25,0, , , , ,1506019
30-39,Male,Hispanic (All Races),2000-2021,Los Angeles,0.03,0.02,0,0.09,2, , , , ,8350027
30-39,Male,Hispanic (All Races),2000-2021,Rural Georgia,0,~,0,39.02,0, , , , ,9589
30-39,Male,Hispanic (All Races),2000-2021,California excluding SF/SJM/LA,0.01,0.01,0,0.05,1, , , , ,12883124
30-39,Male,Hispanic (All Races),2000-2021,Kentucky,0,~,0,1.33,0, , , , ,281313
30-39,Male,Hispanic (All Races),2000-2021,Louisiana,0,~,0,0.91,0, , , , ,411149
30-39,Male,Hispanic (All Races),2000-2021,New Jersey,0,~,0,0.12,0, , , , ,2975299
30-39,Male,Hispanic (All Races),2000-2021,Greater Georgia,0,~,0,0.43,0, , , , ,880092
30-39,Male,Non-Hispanic Unknown Race,2000-2021,San Francisco-Oakland SMSA,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Connecticut,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Hawaii,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Iowa,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,New Mexico,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Seattle (Puget Sound),~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Utah,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Atlanta (Metropolitan),~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,San Jose-Monterey,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Los Angeles,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Rural Georgia,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,California excluding SF/SJM/LA,~,~,~,~,1, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Kentucky,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Louisiana,~,~,~,~,0, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,New Jersey,~,~,~,~,1, , , , ,0
30-39,Male,Non-Hispanic Unknown Race,2000-2021,Greater Georgia,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic White,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.12,0, , , , ,3051817
30-39,Female,Non-Hispanic White,2000-2021,Connecticut,0.03,0.03,0,0.17,1, , , , ,3332683
30-39,Female,Non-Hispanic White,2000-2021,Hawaii,0.27,0.27,0.01,1.48,1, , , , ,392442
30-39,Female,Non-Hispanic White,2000-2021,Iowa,0,~,0,0.1,0, , , , ,3588464
30-39,Female,Non-Hispanic White,2000-2021,New Mexico,0.1,0.1,0,0.54,1, , , , ,1008199
30-39,Female,Non-Hispanic White,2000-2021,Seattle (Puget Sound),0.06,0.04,0.01,0.18,3, , , , ,5125871
30-39,Female,Non-Hispanic White,2000-2021,Utah,0.06,0.04,0.01,0.22,2, , , , ,3354915
30-39,Female,Non-Hispanic White,2000-2021,Atlanta (Metropolitan),0,~,0,0.16,0, , , , ,2276462
30-39,Female,Non-Hispanic White,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic White,2000-2021,San Jose-Monterey,0,~,0,0.28,0, , , , ,1320468
30-39,Female,Non-Hispanic White,2000-2021,Los Angeles,0.03,0.03,0,0.13,1, , , , ,4287946
30-39,Female,Non-Hispanic White,2000-2021,Rural Georgia,0,~,0,4.42,0, , , , ,83335
30-39,Female,Non-Hispanic White,2000-2021,California excluding SF/SJM/LA,0.04,0.02,0.01,0.09,5, , , , ,12803389
30-39,Female,Non-Hispanic White,2000-2021,Kentucky,0.02,0.02,0,0.11,1, , , , ,5388109
30-39,Female,Non-Hispanic White,2000-2021,Louisiana,0,~,0,0.09,0, , , , ,3934001
30-39,Female,Non-Hispanic White,2000-2021,New Jersey,0.04,0.02,0.01,0.12,3, , , , ,7012205
30-39,Female,Non-Hispanic White,2000-2021,Greater Georgia,0,~,0,0.07,0, , , , ,5597641
30-39,Female,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0.15,0.15,0,0.88,1, , , , ,616376
30-39,Female,Non-Hispanic Black,2000-2021,Connecticut,0,~,0,0.62,0, , , , ,592252
30-39,Female,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,7.76,0, , , , ,49002
30-39,Female,Non-Hispanic Black,2000-2021,Iowa,0,~,0,2.55,0, , , , ,146535
30-39,Female,Non-Hispanic Black,2000-2021,New Mexico,0,~,0,7.12,0, , , , ,52016
30-39,Female,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),0,~,0,0.92,0, , , , ,402968
30-39,Female,Non-Hispanic Black,2000-2021,Utah,0,~,0,9.37,0, , , , ,40081
30-39,Female,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0,~,0,0.14,0, , , , ,2615888
30-39,Female,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,3.84,0, , , , ,96382
30-39,Female,Non-Hispanic Black,2000-2021,Los Angeles,0.07,0.07,0,0.4,1, , , , ,1429986
30-39,Female,Non-Hispanic Black,2000-2021,Rural Georgia,0,~,0,5.23,0, , , , ,70517
30-39,Female,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0.07,0.07,0,0.38,1, , , , ,1512083
30-39,Female,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,0.71,0, , , , ,518292
30-39,Female,Non-Hispanic Black,2000-2021,Louisiana,0,~,0,0.16,0, , , , ,2265941
30-39,Female,Non-Hispanic Black,2000-2021,New Jersey,0,~,0,0.19,0, , , , ,1962369
30-39,Female,Non-Hispanic Black,2000-2021,Greater Georgia,0.04,0.04,0,0.23,1, , , , ,2509988
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,14.1,0, , , , ,26257
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,28.9,0, , , , ,12786
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,0,~,0,63.12,0, , , , ,5863
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,0,~,0,23.94,0, , , , ,15458
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,0,~,0,1.31,0, , , , ,283213
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),0,~,0,3.5,0, , , , ,105793
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,7.67,0, , , , ,48457
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,27.57,0, , , , ,13384
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,2.33,0, , , , ,159546
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,0,~,0,28.3,0, , , , ,13054
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,7.9,0, , , , ,46789
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,1597.8,0, , , , ,235
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0,~,0,1.62,0, , , , ,228177
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,27.14,0, , , , ,13595
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,8.23,0, , , , ,44911
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,0,~,0,15.59,0, , , , ,23646
30-39,Female,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,14.86,0, , , , ,24828
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.16,0, , , , ,2244353
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,1.17,0, , , , ,316918
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,0,~,0,0.27,0, , , , ,1347830
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,2.89,0, , , , ,129381
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,5.77,0, , , , ,64077
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0,~,0,0.33,0, , , , ,1130856
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,0,~,0,2.12,0, , , , ,176443
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),0,~,0,0.74,0, , , , ,500152
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,0,~,0,0.27,0, , , , ,1349815
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0.04,0.04,0,0.21,1, , , , ,2560870
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,268.43,0, , , , ,1389
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0.03,0.03,0,0.15,1, , , , ,3700659
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Kentucky,0,~,0,2.94,0, , , , ,126324
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Louisiana,0,~,0,2.5,0, , , , ,149028
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Jersey,0,~,0,0.23,0, , , , ,1590809
30-39,Female,Non-Hispanic Asian or Pacific Islander,2000-2021,Greater Georgia,0,~,0,1.5,0, , , , ,245784
30-39,Female,Hispanic (All Races),2000-2021,San Francisco-Oakland SMSA,0.07,0.07,0,0.36,1, , , , ,1627045
30-39,Female,Hispanic (All Races),2000-2021,Connecticut,0,~,0,0.43,0, , , , ,862943
30-39,Female,Hispanic (All Races),2000-2021,Hawaii,0,~,0,2,0, , , , ,186579
30-39,Female,Hispanic (All Races),2000-2021,Iowa,0,~,0,1.65,0, , , , ,226363
30-39,Female,Hispanic (All Races),2000-2021,New Mexico,0,~,0,0.27,0, , , , ,1386248
30-39,Female,Hispanic (All Races),2000-2021,Seattle (Puget Sound),0,~,0,0.54,0, , , , ,694728
30-39,Female,Hispanic (All Races),2000-2021,Utah,0.2,0.2,0.01,1.05,1, , , , ,562594
30-39,Female,Hispanic (All Races),2000-2021,Atlanta (Metropolitan),0,~,0,0.52,0, , , , ,710567
30-39,Female,Hispanic (All Races),2000-2021,Alaska Natives,0,~,0,54.98,0, , , , ,6866
30-39,Female,Hispanic (All Races),2000-2021,San Jose-Monterey,0,~,0,0.28,0, , , , ,1335390
30-39,Female,Hispanic (All Races),2000-2021,Los Angeles,0.03,0.02,0,0.1,2, , , , ,7909980
30-39,Female,Hispanic (All Races),2000-2021,Rural Georgia,0,~,0,68.1,0, , , , ,5623
30-39,Female,Hispanic (All Races),2000-2021,California excluding SF/SJM/LA,0.01,0.01,0,0.05,1, , , , ,12048175
30-39,Female,Hispanic (All Races),2000-2021,Kentucky,0,~,0,1.91,0, , , , ,195371
30-39,Female,Hispanic (All Races),2000-2021,Louisiana,0,~,0,1.23,0, , , , ,302492
30-39,Female,Hispanic (All Races),2000-2021,New Jersey,0,~,0,0.13,0, , , , ,2785110
30-39,Female,Hispanic (All Races),2000-2021,Greater Georgia,0,~,0,0.54,0, , , , ,682419
30-39,Female,Non-Hispanic Unknown Race,2000-2021,San Francisco-Oakland SMSA,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Connecticut,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Hawaii,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Iowa,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,New Mexico,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Seattle (Puget Sound),~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Utah,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Atlanta (Metropolitan),~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,San Jose-Monterey,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Los Angeles,~,~,~,~,1, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Rural Georgia,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,California excluding SF/SJM/LA,~,~,~,~,1, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Kentucky,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Louisiana,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,New Jersey,~,~,~,~,0, , , , ,0
30-39,Female,Non-Hispanic Unknown Race,2000-2021,Greater Georgia,~,~,~,~,0, , , , ,0
40-49,Male and female,Non-Hispanic White,2000-2021,San Francisco-Oakland SMSA,0.1,0.04,0.04,0.2,7, , , , ,6722859
40-49,Male and female,Non-Hispanic White,2000-2021,Connecticut,0.07,0.03,0.03,0.15,6, , , , ,8432234
40-49,Male and female,Non-Hispanic White,2000-2021,Hawaii,0.64,0.26,0.23,1.41,6, , , , ,908321
40-49,Male and female,Non-Hispanic White,2000-2021,Iowa,0.07,0.03,0.03,0.16,6, , , , ,8024253
40-49,Male and female,Non-Hispanic White,2000-2021,New Mexico,0.07,0.05,0.01,0.27,2, , , , ,2442235
40-49,Male and female,Non-Hispanic White,2000-2021,Seattle (Puget Sound),0.08,0.03,0.04,0.15,9, , , , ,11086891
40-49,Male and female,Non-Hispanic White,2000-2021,Utah,0.17,0.05,0.08,0.31,10, , , , ,5931842
40-49,Male and female,Non-Hispanic White,2000-2021,Atlanta (Metropolitan),0.13,0.05,0.05,0.28,7, , , , ,4986110
40-49,Male and female,Non-Hispanic White,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
40-49,Male and female,Non-Hispanic White,2000-2021,San Jose-Monterey,0.05,0.04,0.01,0.2,2, , , , ,3315528
40-49,Male and female,Non-Hispanic White,2000-2021,Los Angeles,0.17,0.04,0.1,0.28,17, , , , ,9421026
40-49,Male and female,Non-Hispanic White,2000-2021,Rural Georgia,0,~,0,1.84,0, , , , ,202745
40-49,Male and female,Non-Hispanic White,2000-2021,California excluding SF/SJM/LA,0.11,0.02,0.08,0.16,36, , , , ,30280106
40-49,Male and female,Non-Hispanic White,2000-2021,Kentucky,0.1,0.03,0.05,0.18,12, , , , ,11684769
40-49,Male and female,Non-Hispanic White,2000-2021,Louisiana,0.13,0.04,0.07,0.24,12, , , , ,8423686
40-49,Male and female,Non-Hispanic White,2000-2021,New Jersey,0.12,0.03,0.08,0.19,23, , , , ,17343078
40-49,Male and female,Non-Hispanic White,2000-2021,Greater Georgia,0.08,0.02,0.04,0.14,10, , , , ,12358367
40-49,Male and female,Non-Hispanic Black,2000-2021,San Francisco-Oakland SMSA,0,~,0,0.3,0, , , , ,1223041
40-49,Male and female,Non-Hispanic Black,2000-2021,Connecticut,0.09,0.09,0,0.49,1, , , , ,1117321
40-49,Male and female,Non-Hispanic Black,2000-2021,Hawaii,0,~,0,4.39,0, , , , ,84803
40-49,Male and female,Non-Hispanic Black,2000-2021,Iowa,0,~,0,1.48,0, , , , ,248992
40-49,Male and female,Non-Hispanic Black,2000-2021,New Mexico,0.9,0.9,0.02,4.9,1, , , , ,116663
40-49,Male and female,Non-Hispanic Black,2000-2021,Seattle (Puget Sound),0.26,0.18,0.03,0.93,2, , , , ,765829
40-49,Male and female,Non-Hispanic Black,2000-2021,Utah,0,~,0,4.79,0, , , , ,77061
40-49,Male and female,Non-Hispanic Black,2000-2021,Atlanta (Metropolitan),0,~,0,0.08,0, , , , ,4395508
40-49,Male and female,Non-Hispanic Black,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
40-49,Male and female,Non-Hispanic Black,2000-2021,San Jose-Monterey,0,~,0,1.63,0, , , , ,226393
40-49,Male and female,Non-Hispanic Black,2000-2021,Los Angeles,0.04,0.04,0,0.21,1, , , , ,2782090
40-49,Male and female,Non-Hispanic Black,2000-2021,Rural Georgia,0,~,0,2.46,0, , , , ,150660
40-49,Male and female,Non-Hispanic Black,2000-2021,California excluding SF/SJM/LA,0,~,0,0.12,0, , , , ,3201004
40-49,Male and female,Non-Hispanic Black,2000-2021,Kentucky,0,~,0,0.36,0, , , , ,1015610
40-49,Male and female,Non-Hispanic Black,2000-2021,Louisiana,0.02,0.02,0,0.13,1, , , , ,4091776
40-49,Male and female,Non-Hispanic Black,2000-2021,New Jersey,0.1,0.05,0.03,0.26,4, , , , ,3815194
40-49,Male and female,Non-Hispanic Black,2000-2021,Greater Georgia,0.08,0.04,0.02,0.21,4, , , , ,4721985
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Francisco-Oakland SMSA,0,~,0,6.67,0, , , , ,55646
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Connecticut,0,~,0,13.34,0, , , , ,27822
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Hawaii,0,~,0,35.05,0, , , , ,10525
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Iowa,0,~,0,12.23,0, , , , ,30153
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Mexico,0.21,0.21,0.01,1.12,1, , , , ,504961
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Seattle (Puget Sound),1.45,0.84,0.3,4.26,3, , , , ,202904
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Utah,0,~,0,4.52,0, , , , ,81602
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Atlanta (Metropolitan),0,~,0,14.23,0, , , , ,25944
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Alaska Natives,0,~,0,1.22,0, , , , ,301605
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,San Jose-Monterey,0,~,0,11.76,0, , , , ,31570
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Los Angeles,0,~,0,3.77,0, , , , ,98476
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Rural Georgia,0,~,0,395.08,0, , , , ,955
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,California excluding SF/SJM/LA,0.41,0.29,0.05,1.48,2, , , , ,491342
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Kentucky,0,~,0,11.3,0, , , , ,33090
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Louisiana,0,~,0,4.14,0, , , , ,89240
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,New Jersey,0,~,0,7.22,0, , , , ,51435
40-49,Male and female,Non-Hispanic American Indian/Alaska Native,2000-2021,Greater Georgia,0,~,0,6.61,0, , , , ,56278
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Francisco-Oakland SMSA,0.26,0.08,0.12,0.48,10, , , , ,3832500
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Connecticut,0,~,0,0.76,0, , , , ,486372
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Hawaii,0.11,0.06,0.02,0.32,3, , , , ,2733430
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Iowa,0,~,0,2.05,0, , , , ,181192
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,New Mexico,0,~,0,3.51,0, , , , ,105061
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Seattle (Puget Sound),0,~,0,0.21,0, , , , ,1757383
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Utah,0,~,0,1.46,0, , , , ,253100
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Atlanta (Metropolitan),0.12,0.12,0,0.68,1, , , , ,825410
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Alaska Natives,~,~,~,~,0, , , , ,0
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,San Jose-Monterey,0.04,0.04,0,0.24,1, , , , ,2310218
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Los Angeles,0.08,0.04,0.02,0.22,4, , , , ,4740293
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,Rural Georgia,0,~,0,163.64,0, , , , ,2253
40-49,Male and female,Non-Hispanic Asian or Pacific Islander,2000-2021,California excluding SF/SJM/LA,0.07,0.03,0.02,0.17,5, , , , ,6762754
